id	con	treat
GSM799516_treat	0.0294026442946326	0.970093595219414
GSM799517_treat	0.0203482557622013	0.979147673605682
GSM799518_treat	0.020380846746165	0.979115175899181
GSM119315_treat	0.0212990287888874	1.01127512764245
GSM119316_treat	0.0234928234137171	0.977084075700621
GSM119317_treat	0.0203894337869025	0.979106294068348
GSM119318_treat	0.332235420424869	0.668025156650992
GSM119319_treat	0.332235420424869	0.668025156650992
GSM119320_treat	0.0187465695544254	0.980805519331807
GSM119321_treat	0.0201698487280494	0.979328437553625
GSM134862_treat	0.332087815738167	0.66728591863138
GSM134863_treat	0.332087815738167	0.66728591863138
GSM134864_treat	0.0205158051415565	0.978979850364324
GSM134867_treat	0.0205158051415565	0.978979850364324
GSM134869_treat	0.0205158051415565	0.978979850364324
GSM134870_treat	0.0203482557622013	0.979147673605682
GSM134872_treat	0.332087815738167	0.66728591863138
GSM134878_treat	0.0203482557622013	0.979147673605682
